id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,xy_goal_tol,des_lin_vel,stop_flag,skip_flag
0,0.4312896430492401,-0.03074210323393345,0.0008972547948360443,-0.0015221106481549558,0.0005758734262418971,-0.09633661778343493,0.9953474802191219,2.0,0.4,0,1
1,0.5467746257781982,-0.07924733310937881,-0.006242421921342611,-0.0020069235318606713,0.0008598181104725192,-0.19101344895900754,0.9815849774181694,2.0,0.4,0,1
2,0.525820255279541,-0.21353884041309357,-0.016604673117399216,-0.0024739315995989113,0.00238116840241016,-0.2776668320446191,0.9606712794402172,2.0,0.4,0,1
3,0.5229455828666687,-0.32693761587142944,-0.015160473063588142,-0.004524015830174473,0.0022441770629519613,-0.3614743762419912,0.9323683881181274,2.0,0.4,0,1
4,0.5839014649391174,-0.35654783248901367,-0.03720461204648018,-0.007020908584096099,0.006044891156870788,-0.45149070907569927,0.8922277134185245,2.0,0.4,0,1
5,0.6465499401092529,-0.6728712320327759,-0.06173566356301308,-0.008843623499311774,0.004472534352787038,-0.529064693124704,0.8485236147037348,2.0,0.4,0,1
6,0.6069383025169373,-0.8896253705024719,-0.05660141259431839,-0.008240906772866057,-0.007792487176082055,-0.6019594722925423,0.7984460882482713,2.0,0.4,0,1
7,0.5900330543518066,-1.035355806350708,-0.06552146375179291,-0.02085239184174205,-0.009123789086768292,-0.6691515184882618,0.7427773415610593,2.0,0.4,0,1
8,0.6990028619766235,-1.20906400680542,-0.0241423100233078,-0.02035628767111323,-0.008578260951525927,-0.7328263780717122,0.6800569935823669,2.0,0.4,0,1
9,0.45220276713371277,-3.7789134979248047,0.004158792085945606,-0.0021257198531454656,-0.003466548987323922,-0.6694210931271674,0.7428720241303608,2.0,0.4,0,1
10,0.7463729977607727,-5.817766189575195,-0.04753706976771355,-0.013391249952359798,0.007507759053984078,-0.5962559557194159,0.8026475975486623,2.0,0.4,0,1
11,1.2812104225158691,-7.330565929412842,-0.02706943452358246,-0.0020456489975847975,0.003255327447173282,-0.5245708596855309,0.8513581004383073,2.0,0.4,0,1
12,2.6142985820770264,-10.047442436218262,-0.05581795051693916,-0.000254414864206294,0.0031993504423986855,-0.5156261582526456,0.8568076625356006,2.0,0.4,0,1
13,3.9432172775268555,-12.793848991394043,-0.16277892887592316,-0.0002712917075168966,0.005536754887749807,-0.5287696694828201,0.8487472764267855,2.0,0.4,0,1
14,4.719090938568115,-14.244251251220703,-0.16844086349010468,0.005397857662127518,0.004235486082878906,-0.4513248632101921,0.8923333414599899,2.0,0.4,0,1
15,6.662604331970215,-16.557065963745117,-0.2707315981388092,0.012032745780910317,0.0028965229444716948,-0.3939596746291087,0.9190444001014498,2.0,0.4,0,1
16,8.558320045471191,-18.96946144104004,-0.35347428917884827,0.012280467081139244,0.0022546767306041242,-0.43583364645040124,0.8999406182381937,2.0,0.4,0,1
17,10.461732864379883,-21.340530395507812,-0.4848252236843109,0.014557481445107214,0.0018435551926607589,-0.4173672897435739,0.9086194222547093,2.0,0.4,0,1
18,12.26918888092041,-23.78104591369629,-0.5401120781898499,0.01469988787445598,0.0016428673666158754,-0.4570410849543875,0.8893225917936581,2.0,0.4,0,1
19,13.394887924194336,-25.744646072387695,-0.6023051142692566,0.007513420195650847,0.002133280907510024,-0.5345862066202255,0.8450778605561302,2.0,0.4,0,1
20,13.825576782226562,-27.095947265625,-0.6597923040390015,0.003794728387901677,0.004264010313401805,-0.6090436254142861,0.793116189375654,2.0,0.4,0,1
21,13.94897747039795,-28.07221031188965,-0.7058674097061157,0.006172190399411077,0.009055915773142263,-0.6783447658934415,0.734662021438965,2.0,0.4,0,1
22,13.888957023620605,-28.816558837890625,-0.7124714851379395,0.004277421988028985,0.01396559686172437,-0.7404663953294764,0.6719346574423907,2.0,0.4,0,1
23,13.613649368286133,-29.809720993041992,-0.775030791759491,0.0017943450373683432,0.00953012924433593,-0.7965514147200178,0.6044930071355289,2.0,0.4,0,1
24,13.360931396484375,-30.373394012451172,-0.7729941010475159,-0.004363727672582273,0.008979554878584477,-0.8490718668575294,0.5281829725984856,2.0,0.4,0,1
